Date,Maximum_Temperature,Minimum_Temperature,Precipitation,Elevation_m,Units,Source,Station_ID
9/22/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
9/23/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
9/24/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
9/25/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
9/26/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
9/27/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
9/28/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
9/29/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
9/30/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/1/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/2/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/3/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/4/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/5/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/6/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/7/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/8/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/9/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/10/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/11/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/12/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/13/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/14/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/15/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/16/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/17/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/18/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/19/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/20/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/21/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/22/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/23/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/24/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/25/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/26/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/27/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/28/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/29/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/30/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
10/31/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/1/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/2/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/3/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/4/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/5/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/6/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/7/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/8/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/9/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/10/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/11/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/12/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/13/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/14/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/15/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/16/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/17/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/18/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/19/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/20/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/21/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/22/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/23/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/24/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/25/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/26/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/27/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/28/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/29/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
11/30/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
12/1/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
12/2/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
12/3/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
12/4/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
12/5/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
12/6/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
12/7/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
12/8/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
12/9/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
12/10/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
12/11/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
12/12/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
12/13/1945,NaN,NaN,NaN,4.9,SCI,JUNEAU,USW00025309
