Date,Temperature,Precipitation,Elevation
1/5/1965,nan,nan,1480
1/6/1965,nan,nan,1480
1/7/1965,nan,nan,1480
1/8/1965,nan,nan,1480
1/9/1965,nan,nan,1480
1/10/1965,nan,nan,1480
1/11/1965,nan,nan,1480
1/12/1965,nan,nan,1480
1/13/1965,nan,nan,1480
1/14/1965,nan,nan,1480
1/15/1965,nan,nan,1480
1/16/1965,nan,nan,1480
1/17/1965,nan,nan,1480
1/18/1965,nan,nan,1480
1/19/1965,nan,nan,1480
1/20/1965,nan,nan,1480
1/21/1965,nan,nan,1480
1/22/1965,nan,nan,1480
1/23/1965,nan,nan,1480
1/24/1965,nan,nan,1480
1/25/1965,nan,nan,1480
1/26/1965,nan,nan,1480
1/27/1965,nan,nan,1480
1/28/1965,nan,nan,1480
1/29/1965,nan,nan,1480
1/30/1965,nan,nan,1480
1/31/1965,nan,nan,1480
2/1/1965,nan,nan,1480
2/2/1965,nan,nan,1480
2/3/1965,nan,nan,1480
2/4/1965,nan,nan,1480
2/5/1965,nan,nan,1480
2/6/1965,nan,nan,1480
2/7/1965,nan,nan,1480
2/8/1965,nan,nan,1480
2/9/1965,nan,nan,1480
2/10/1965,nan,nan,1480
2/11/1965,nan,nan,1480
2/12/1965,nan,nan,1480
2/13/1965,nan,nan,1480
2/14/1965,nan,nan,1480
2/15/1965,nan,nan,1480
2/16/1965,nan,nan,1480
2/17/1965,nan,nan,1480
2/18/1965,nan,nan,1480
2/19/1965,nan,nan,1480
2/20/1965,nan,nan,1480
2/21/1965,nan,nan,1480
2/22/1965,nan,nan,1480
2/23/1965,nan,nan,1480
2/24/1965,nan,nan,1480
2/25/1965,nan,nan,1480
2/26/1965,nan,nan,1480
2/27/1965,nan,nan,1480
2/28/1965,nan,nan,1480
3/1/1965,nan,nan,1480
3/2/1965,nan,nan,1480
3/3/1965,nan,nan,1480
3/4/1965,nan,nan,1480
3/5/1965,nan,nan,1480
3/6/1965,nan,nan,1480
3/7/1965,nan,nan,1480
3/8/1965,nan,nan,1480
3/9/1965,nan,nan,1480
3/10/1965,nan,nan,1480
3/11/1965,nan,nan,1480
3/12/1965,nan,nan,1480
3/13/1965,nan,nan,1480
3/14/1965,nan,nan,1480
3/15/1965,nan,nan,1480
3/16/1965,nan,nan,1480
3/17/1965,nan,nan,1480
3/18/1965,nan,nan,1480
3/19/1965,nan,nan,1480
3/20/1965,nan,nan,1480
3/21/1965,nan,nan,1480
3/22/1965,nan,nan,1480
3/23/1965,nan,nan,1480
3/24/1965,nan,nan,1480
3/25/1965,nan,nan,1480
3/26/1965,nan,nan,1480
3/27/1965,nan,nan,1480
3/28/1965,nan,nan,1480
3/29/1965,nan,nan,1480
3/30/1965,nan,nan,1480
3/31/1965,nan,nan,1480
4/1/1965,nan,nan,1480
4/2/1965,nan,nan,1480
4/3/1965,nan,nan,1480
4/4/1965,nan,nan,1480
4/5/1965,nan,nan,1480
4/6/1965,nan,nan,1480
4/7/1965,nan,nan,1480
4/8/1965,nan,nan,1480
4/9/1965,nan,nan,1480
4/10/1965,nan,nan,1480
4/11/1965,nan,nan,1480
4/12/1965,nan,nan,1480
4/13/1965,nan,nan,1480
4/14/1965,nan,nan,1480
4/15/1965,nan,nan,1480
4/16/1965,nan,nan,1480
4/17/1965,nan,nan,1480
4/18/1965,nan,nan,1480
4/19/1965,nan,nan,1480
4/20/1965,nan,nan,1480
4/21/1965,nan,nan,1480
4/22/1965,nan,nan,1480
4/23/1965,nan,nan,1480
4/24/1965,nan,nan,1480
4/25/1965,nan,nan,1480
4/26/1965,nan,nan,1480
4/27/1965,nan,nan,1480
4/28/1965,nan,nan,1480
4/29/1965,nan,nan,1480
4/30/1965,nan,nan,1480
5/1/1965,nan,nan,1480
5/2/1965,nan,nan,1480
5/3/1965,nan,nan,1480
5/4/1965,nan,nan,1480
5/5/1965,nan,nan,1480
5/6/1965,nan,nan,1480
5/7/1965,nan,nan,1480
5/8/1965,nan,nan,1480
5/9/1965,nan,nan,1480
5/10/1965,nan,nan,1480
5/11/1965,nan,nan,1480
5/12/1965,nan,nan,1480
5/13/1965,nan,nan,1480
5/14/1965,nan,nan,1480
5/15/1965,nan,nan,1480
5/16/1965,nan,nan,1480
5/17/1965,nan,nan,1480
5/18/1965,nan,nan,1480
5/19/1965,nan,nan,1480
5/20/1965,nan,nan,1480
5/21/1965,nan,nan,1480
5/22/1965,nan,nan,1480
5/23/1965,nan,nan,1480
5/24/1965,nan,nan,1480
5/25/1965,nan,nan,1480
5/26/1965,nan,nan,1480
5/27/1965,nan,nan,1480
5/28/1965,nan,nan,1480
5/29/1965,nan,nan,1480
5/30/1965,nan,nan,1480
5/31/1965,nan,nan,1480
6/1/1965,nan,nan,1480
6/2/1965,nan,nan,1480
6/3/1965,nan,nan,1480
6/4/1965,nan,nan,1480
6/5/1965,nan,nan,1480
6/6/1965,nan,nan,1480
6/7/1965,nan,nan,1480
6/8/1965,nan,nan,1480
6/9/1965,nan,nan,1480
6/10/1965,nan,nan,1480
6/11/1965,nan,nan,1480
6/12/1965,nan,nan,1480
6/13/1965,nan,nan,1480
6/14/1965,nan,nan,1480
6/15/1965,nan,nan,1480
6/16/1965,nan,nan,1480
6/17/1965,nan,nan,1480
6/18/1965,nan,nan,1480
6/19/1965,nan,nan,1480
6/20/1965,nan,nan,1480
6/21/1965,nan,nan,1480
6/22/1965,nan,nan,1480
6/23/1965,nan,nan,1480
6/24/1965,nan,nan,1480
6/25/1965,nan,nan,1480
6/26/1965,nan,nan,1480
6/27/1965,nan,nan,1480
6/28/1965,nan,nan,1480
6/29/1965,nan,nan,1480
6/30/1965,nan,nan,1480
7/1/1965,nan,nan,1480
7/2/1965,nan,nan,1480
7/3/1965,nan,nan,1480
7/4/1965,nan,nan,1480
7/5/1965,nan,nan,1480
7/6/1965,nan,nan,1480
7/7/1965,nan,nan,1480
7/8/1965,nan,nan,1480
7/9/1965,nan,nan,1480
7/10/1965,nan,nan,1480
7/11/1965,nan,nan,1480
7/12/1965,nan,nan,1480
7/13/1965,nan,nan,1480
7/14/1965,nan,nan,1480
7/15/1965,nan,nan,1480
7/16/1965,nan,nan,1480
7/17/1965,nan,nan,1480
7/18/1965,nan,nan,1480
7/19/1965,nan,nan,1480
7/20/1965,nan,nan,1480
7/21/1965,nan,nan,1480
7/22/1965,nan,nan,1480
7/23/1965,nan,nan,1480
7/24/1965,nan,nan,1480
7/25/1965,nan,nan,1480
7/26/1965,nan,nan,1480
7/27/1965,nan,nan,1480
7/28/1965,nan,nan,1480
7/29/1965,nan,nan,1480
7/30/1965,nan,nan,1480
7/31/1965,nan,nan,1480
8/1/1965,nan,nan,1480
8/2/1965,nan,nan,1480
8/3/1965,nan,nan,1480
8/4/1965,nan,nan,1480
8/5/1965,nan,nan,1480
8/6/1965,nan,nan,1480
8/7/1965,nan,nan,1480
8/8/1965,nan,nan,1480
8/9/1965,nan,nan,1480
8/10/1965,nan,nan,1480
8/11/1965,nan,nan,1480
8/12/1965,nan,nan,1480
8/13/1965,nan,nan,1480
8/14/1965,nan,nan,1480
8/15/1965,nan,nan,1480
8/16/1965,nan,nan,1480
8/17/1965,nan,nan,1480
8/18/1965,nan,nan,1480
8/19/1965,nan,nan,1480
8/20/1965,nan,nan,1480
8/21/1965,nan,nan,1480
8/22/1965,nan,nan,1480
8/23/1965,nan,nan,1480
8/24/1965,nan,nan,1480
8/25/1965,nan,nan,1480
8/26/1965,nan,nan,1480
8/27/1965,nan,nan,1480
8/28/1965,nan,nan,1480
8/29/1965,nan,nan,1480
8/30/1965,nan,nan,1480
8/31/1965,nan,nan,1480
9/1/1965,nan,nan,1480
9/2/1965,nan,nan,1480
9/3/1965,nan,nan,1480
9/4/1965,nan,nan,1480
9/5/1965,nan,nan,1480
9/6/1965,nan,nan,1480
9/7/1965,nan,nan,1480
9/8/1965,nan,nan,1480
9/9/1965,nan,nan,1480
9/10/1965,nan,nan,1480
9/11/1965,nan,nan,1480
9/12/1965,nan,nan,1480
9/13/1965,nan,nan,1480
9/14/1965,nan,nan,1480
9/15/1965,nan,nan,1480
9/16/1965,nan,nan,1480
9/17/1965,nan,nan,1480
9/18/1965,nan,nan,1480
9/19/1965,nan,nan,1480
9/20/1965,nan,nan,1480
9/21/1965,nan,nan,1480
9/22/1965,nan,nan,1480
9/23/1965,nan,nan,1480
9/24/1965,nan,nan,1480
9/25/1965,nan,nan,1480
9/26/1965,nan,nan,1480
9/27/1965,nan,nan,1480
9/28/1965,nan,nan,1480
9/29/1965,nan,nan,1480
9/30/1965,nan,nan,1480
10/1/1965,nan,nan,1480
10/2/1965,nan,nan,1480
10/3/1965,nan,nan,1480
10/4/1965,nan,nan,1480
10/5/1965,nan,nan,1480
10/6/1965,nan,nan,1480
10/7/1965,nan,nan,1480
10/8/1965,nan,nan,1480
10/9/1965,nan,nan,1480
10/10/1965,nan,nan,1480
10/11/1965,nan,nan,1480
10/12/1965,nan,nan,1480
10/13/1965,nan,nan,1480
10/14/1965,nan,nan,1480
10/15/1965,nan,nan,1480
10/16/1965,nan,nan,1480
10/17/1965,nan,nan,1480
10/18/1965,nan,nan,1480
10/19/1965,nan,nan,1480
10/20/1965,nan,nan,1480
10/21/1965,nan,nan,1480
10/22/1965,nan,nan,1480
10/23/1965,nan,nan,1480
10/24/1965,nan,nan,1480
10/25/1965,nan,nan,1480
10/26/1965,nan,nan,1480
10/27/1965,nan,nan,1480
10/28/1965,nan,nan,1480
10/29/1965,nan,nan,1480
10/30/1965,nan,nan,1480
10/31/1965,nan,nan,1480
11/1/1965,nan,nan,1480
11/2/1965,nan,nan,1480
11/3/1965,nan,nan,1480
11/4/1965,nan,nan,1480
11/5/1965,nan,nan,1480
11/6/1965,nan,nan,1480
11/7/1965,nan,nan,1480
11/8/1965,nan,nan,1480
11/9/1965,nan,nan,1480
11/10/1965,nan,nan,1480
11/11/1965,nan,nan,1480
11/12/1965,nan,nan,1480
11/13/1965,nan,nan,1480
11/14/1965,nan,nan,1480
11/15/1965,nan,nan,1480
11/16/1965,nan,nan,1480
11/17/1965,nan,nan,1480
11/18/1965,nan,nan,1480
11/19/1965,nan,nan,1480
11/20/1965,nan,nan,1480
11/21/1965,nan,nan,1480
11/22/1965,nan,nan,1480
11/23/1965,nan,nan,1480
11/24/1965,nan,nan,1480
11/25/1965,nan,nan,1480
11/26/1965,nan,nan,1480
11/27/1965,nan,nan,1480
11/28/1965,nan,nan,1480
11/29/1965,nan,nan,1480
11/30/1965,nan,nan,1480
12/1/1965,nan,nan,1480
12/2/1965,nan,nan,1480
12/3/1965,nan,nan,1480
12/4/1965,nan,nan,1480
12/5/1965,nan,nan,1480
12/6/1965,nan,nan,1480
12/7/1965,nan,nan,1480
12/8/1965,nan,nan,1480
12/9/1965,nan,nan,1480
12/10/1965,nan,nan,1480
12/11/1965,nan,nan,1480
12/12/1965,nan,nan,1480
12/13/1965,nan,nan,1480
12/14/1965,nan,nan,1480
12/15/1965,nan,nan,1480
12/16/1965,nan,nan,1480
12/17/1965,nan,nan,1480
12/18/1965,nan,nan,1480
12/19/1965,nan,nan,1480
12/20/1965,nan,nan,1480
12/21/1965,nan,nan,1480
12/22/1965,nan,nan,1480
12/23/1965,nan,nan,1480
12/24/1965,nan,nan,1480
12/25/1965,nan,nan,1480
12/26/1965,nan,nan,1480
12/27/1965,nan,nan,1480
12/28/1965,nan,nan,1480
12/29/1965,nan,nan,1480
12/30/1965,nan,nan,1480
12/31/1965,nan,nan,1480
1/1/1966,nan,nan,1480
1/2/1966,nan,nan,1480
1/3/1966,nan,nan,1480
1/4/1966,nan,nan,1480
1/5/1966,nan,nan,1480
1/6/1966,nan,nan,1480
1/7/1966,nan,nan,1480
1/8/1966,nan,nan,1480
1/9/1966,nan,nan,1480
1/10/1966,nan,nan,1480
1/11/1966,nan,nan,1480
1/12/1966,nan,nan,1480
1/13/1966,nan,nan,1480
1/14/1966,nan,nan,1480
1/15/1966,nan,nan,1480
1/16/1966,nan,nan,1480
1/17/1966,nan,nan,1480
1/18/1966,nan,nan,1480
1/19/1966,nan,nan,1480
1/20/1966,nan,nan,1480
1/21/1966,nan,nan,1480
1/22/1966,nan,nan,1480
1/23/1966,nan,nan,1480
1/24/1966,nan,nan,1480
1/25/1966,nan,nan,1480
1/26/1966,nan,nan,1480
1/27/1966,nan,nan,1480
1/28/1966,nan,nan,1480
1/29/1966,nan,nan,1480
1/30/1966,nan,nan,1480
1/31/1966,nan,nan,1480
2/1/1966,nan,nan,1480
2/2/1966,nan,nan,1480
2/3/1966,nan,nan,1480
2/4/1966,nan,nan,1480
2/5/1966,nan,nan,1480
2/6/1966,nan,nan,1480
2/7/1966,nan,nan,1480
2/8/1966,nan,nan,1480
2/9/1966,nan,nan,1480
2/10/1966,nan,nan,1480
2/11/1966,nan,nan,1480
2/12/1966,nan,nan,1480
2/13/1966,nan,nan,1480
2/14/1966,nan,nan,1480
2/15/1966,nan,nan,1480
2/16/1966,nan,nan,1480
2/17/1966,nan,nan,1480
2/18/1966,nan,nan,1480
2/19/1966,nan,nan,1480
2/20/1966,nan,nan,1480
2/21/1966,nan,nan,1480
2/22/1966,nan,nan,1480
2/23/1966,nan,nan,1480
2/24/1966,nan,nan,1480
2/25/1966,nan,nan,1480
2/26/1966,nan,nan,1480
2/27/1966,nan,nan,1480
2/28/1966,nan,nan,1480
3/1/1966,nan,nan,1480
3/2/1966,nan,nan,1480
3/3/1966,nan,nan,1480
3/4/1966,nan,nan,1480
3/5/1966,nan,nan,1480
3/6/1966,nan,nan,1480
3/7/1966,nan,nan,1480
3/8/1966,nan,nan,1480
3/9/1966,nan,nan,1480
3/10/1966,nan,nan,1480
3/11/1966,nan,nan,1480
3/12/1966,nan,nan,1480
3/13/1966,nan,nan,1480
3/14/1966,nan,nan,1480
3/15/1966,nan,nan,1480
3/16/1966,nan,nan,1480
3/17/1966,nan,nan,1480
3/18/1966,nan,nan,1480
3/19/1966,nan,nan,1480
3/20/1966,nan,nan,1480
3/21/1966,nan,nan,1480
3/22/1966,nan,nan,1480
3/23/1966,nan,nan,1480
3/24/1966,nan,nan,1480
3/25/1966,nan,nan,1480
3/26/1966,nan,nan,1480
3/27/1966,nan,nan,1480
3/28/1966,nan,nan,1480
3/29/1966,nan,nan,1480
3/30/1966,nan,nan,1480
3/31/1966,nan,nan,1480
4/1/1966,nan,nan,1480
4/2/1966,nan,nan,1480
4/3/1966,nan,nan,1480
4/4/1966,nan,nan,1480
4/5/1966,nan,nan,1480
4/6/1966,nan,nan,1480
4/7/1966,nan,nan,1480
4/8/1966,nan,nan,1480
4/9/1966,nan,nan,1480
4/10/1966,nan,nan,1480
4/11/1966,nan,nan,1480
4/12/1966,nan,nan,1480
4/13/1966,nan,nan,1480
4/14/1966,nan,nan,1480
4/15/1966,nan,nan,1480
4/16/1966,nan,nan,1480
4/17/1966,nan,nan,1480
4/18/1966,nan,nan,1480
4/19/1966,nan,nan,1480
4/20/1966,nan,nan,1480
4/21/1966,nan,nan,1480
4/22/1966,nan,nan,1480
4/23/1966,nan,nan,1480
4/24/1966,nan,nan,1480
4/25/1966,nan,nan,1480
4/26/1966,nan,nan,1480
4/27/1966,nan,nan,1480
4/28/1966,nan,nan,1480
4/29/1966,nan,nan,1480
4/30/1966,nan,nan,1480
5/1/1966,nan,nan,1480
5/2/1966,nan,nan,1480
5/3/1966,nan,nan,1480
5/4/1966,nan,nan,1480
5/5/1966,nan,nan,1480
5/6/1966,nan,nan,1480
5/7/1966,nan,nan,1480
5/8/1966,nan,nan,1480
5/9/1966,nan,nan,1480
5/10/1966,nan,nan,1480
5/11/1966,nan,nan,1480
5/12/1966,nan,nan,1480
5/13/1966,nan,nan,1480
5/14/1966,nan,nan,1480
5/15/1966,nan,nan,1480
5/16/1966,nan,nan,1480
5/17/1966,nan,nan,1480
5/18/1966,nan,nan,1480
5/19/1966,nan,nan,1480
5/20/1966,nan,nan,1480
5/21/1966,nan,nan,1480
5/22/1966,nan,nan,1480
5/23/1966,nan,nan,1480
5/24/1966,nan,nan,1480
5/25/1966,nan,nan,1480
5/26/1966,nan,nan,1480
5/27/1966,nan,nan,1480
5/28/1966,nan,nan,1480
5/29/1966,nan,nan,1480
5/30/1966,nan,nan,1480
5/31/1966,nan,nan,1480
6/1/1966,nan,nan,1480
6/2/1966,nan,nan,1480
6/3/1966,nan,nan,1480
6/4/1966,nan,nan,1480
6/5/1966,nan,nan,1480
6/6/1966,nan,nan,1480
6/7/1966,nan,nan,1480
6/8/1966,nan,nan,1480
6/9/1966,nan,nan,1480
6/10/1966,nan,nan,1480
6/11/1966,nan,nan,1480
6/12/1966,nan,nan,1480
6/13/1966,nan,nan,1480
6/14/1966,nan,nan,1480
6/15/1966,nan,nan,1480
6/16/1966,nan,nan,1480
6/17/1966,nan,nan,1480
6/18/1966,nan,nan,1480
6/19/1966,nan,nan,1480
6/20/1966,nan,nan,1480
6/21/1966,nan,nan,1480
6/22/1966,nan,nan,1480
6/23/1966,nan,nan,1480
6/24/1966,nan,nan,1480
6/25/1966,nan,nan,1480
6/26/1966,nan,nan,1480
6/27/1966,nan,nan,1480
6/28/1966,nan,nan,1480
6/29/1966,nan,nan,1480
6/30/1966,nan,nan,1480
7/1/1966,nan,nan,1480
7/2/1966,nan,nan,1480
7/3/1966,nan,nan,1480
7/4/1966,nan,nan,1480
7/5/1966,nan,nan,1480
7/6/1966,nan,nan,1480
7/7/1966,nan,nan,1480
7/8/1966,nan,nan,1480
7/9/1966,nan,nan,1480
7/10/1966,nan,nan,1480
7/11/1966,nan,nan,1480
7/12/1966,nan,nan,1480
7/13/1966,nan,nan,1480
7/14/1966,nan,nan,1480
7/15/1966,nan,nan,1480
7/16/1966,nan,nan,1480
7/17/1966,nan,nan,1480
7/18/1966,nan,nan,1480
7/19/1966,nan,nan,1480
7/20/1966,nan,nan,1480
7/21/1966,nan,nan,1480
7/22/1966,nan,nan,1480
7/23/1966,nan,nan,1480
7/24/1966,nan,nan,1480
7/25/1966,nan,nan,1480
7/26/1966,nan,nan,1480
7/27/1966,nan,nan,1480
7/28/1966,nan,nan,1480
7/29/1966,nan,nan,1480
7/30/1966,nan,nan,1480
7/31/1966,nan,nan,1480
8/1/1966,nan,nan,1480
8/2/1966,nan,nan,1480
8/3/1966,nan,nan,1480
8/4/1966,nan,nan,1480
8/5/1966,nan,nan,1480
8/6/1966,nan,nan,1480
8/7/1966,nan,nan,1480
8/8/1966,nan,nan,1480
8/9/1966,nan,nan,1480
8/10/1966,nan,nan,1480
8/11/1966,nan,nan,1480
8/12/1966,nan,nan,1480
8/13/1966,nan,nan,1480
8/14/1966,nan,nan,1480
8/15/1966,nan,nan,1480
8/16/1966,nan,nan,1480
8/17/1966,nan,nan,1480
8/18/1966,nan,nan,1480
8/19/1966,nan,nan,1480
8/20/1966,nan,nan,1480
8/21/1966,nan,nan,1480
8/22/1966,nan,nan,1480
8/23/1966,nan,nan,1480
8/24/1966,nan,nan,1480
8/25/1966,nan,nan,1480
8/26/1966,nan,nan,1480
8/27/1966,nan,nan,1480
8/28/1966,nan,nan,1480
8/29/1966,nan,nan,1480
8/30/1966,nan,nan,1480
8/31/1966,nan,nan,1480
9/1/1966,nan,nan,1480
9/2/1966,nan,nan,1480
9/3/1966,nan,nan,1480
9/4/1966,nan,nan,1480
9/5/1966,nan,nan,1480
9/6/1966,nan,nan,1480
9/7/1966,nan,nan,1480
9/8/1966,nan,nan,1480
9/9/1966,nan,nan,1480
9/10/1966,nan,nan,1480
9/11/1966,nan,nan,1480
9/12/1966,nan,nan,1480
9/13/1966,nan,nan,1480
9/14/1966,nan,nan,1480
9/15/1966,nan,nan,1480
9/16/1966,nan,nan,1480
9/17/1966,nan,nan,1480
9/18/1966,nan,nan,1480
9/19/1966,nan,nan,1480
9/20/1966,nan,nan,1480
9/21/1966,nan,nan,1480
9/22/1966,nan,nan,1480
9/23/1966,nan,nan,1480
9/24/1966,nan,nan,1480
9/25/1966,nan,nan,1480
9/26/1966,nan,nan,1480
9/27/1966,nan,nan,1480
9/28/1966,nan,nan,1480
9/29/1966,nan,nan,1480
9/30/1966,nan,nan,1480
10/1/1966,nan,nan,1480
10/2/1966,nan,nan,1480
10/3/1966,nan,nan,1480
10/4/1966,nan,nan,1480
10/5/1966,nan,nan,1480
10/6/1966,nan,nan,1480
10/7/1966,nan,nan,1480
10/8/1966,nan,nan,1480
10/9/1966,nan,nan,1480
10/10/1966,nan,nan,1480
10/11/1966,nan,nan,1480
10/12/1966,nan,nan,1480
10/13/1966,nan,nan,1480
10/14/1966,nan,nan,1480
10/15/1966,nan,nan,1480
10/16/1966,nan,nan,1480
10/17/1966,nan,nan,1480
10/18/1966,nan,nan,1480
10/19/1966,nan,nan,1480
10/20/1966,nan,nan,1480
10/21/1966,nan,nan,1480
10/22/1966,nan,nan,1480
10/23/1966,nan,nan,1480
10/24/1966,nan,nan,1480
10/25/1966,nan,nan,1480
10/26/1966,nan,nan,1480
10/27/1966,nan,nan,1480
10/28/1966,nan,nan,1480
10/29/1966,nan,nan,1480
10/30/1966,nan,nan,1480
10/31/1966,nan,nan,1480
11/1/1966,nan,nan,1480
11/2/1966,nan,nan,1480
11/3/1966,nan,nan,1480
11/4/1966,nan,nan,1480
11/5/1966,nan,nan,1480
11/6/1966,nan,nan,1480
11/7/1966,nan,nan,1480
11/8/1966,nan,nan,1480
11/9/1966,nan,nan,1480
11/10/1966,nan,nan,1480
11/11/1966,nan,nan,1480
11/12/1966,nan,nan,1480
11/13/1966,nan,nan,1480
11/14/1966,nan,nan,1480
11/15/1966,nan,nan,1480
11/16/1966,nan,nan,1480
11/17/1966,nan,nan,1480
11/18/1966,nan,nan,1480
11/19/1966,nan,nan,1480
11/20/1966,nan,nan,1480
11/21/1966,nan,nan,1480
11/22/1966,nan,nan,1480
11/23/1966,nan,nan,1480
11/24/1966,nan,nan,1480
11/25/1966,nan,nan,1480
11/26/1966,nan,nan,1480
11/27/1966,nan,nan,1480
11/28/1966,nan,nan,1480
11/29/1966,nan,nan,1480
11/30/1966,nan,nan,1480
12/1/1966,nan,nan,1480
12/2/1966,nan,nan,1480
12/3/1966,nan,nan,1480
12/4/1966,nan,nan,1480
12/5/1966,nan,nan,1480
12/6/1966,nan,nan,1480
12/7/1966,nan,nan,1480
12/8/1966,nan,nan,1480
12/9/1966,nan,nan,1480
12/10/1966,nan,nan,1480
12/11/1966,nan,nan,1480
12/12/1966,nan,nan,1480
12/13/1966,nan,nan,1480
12/14/1966,nan,nan,1480
12/15/1966,nan,nan,1480
12/16/1966,nan,nan,1480
12/17/1966,nan,nan,1480
12/18/1966,nan,nan,1480
12/19/1966,nan,nan,1480
12/20/1966,nan,nan,1480
12/21/1966,nan,nan,1480
12/22/1966,nan,nan,1480
12/23/1966,nan,nan,1480
12/24/1966,nan,nan,1480
12/25/1966,nan,nan,1480
12/26/1966,nan,nan,1480
12/27/1966,nan,nan,1480
12/28/1966,nan,nan,1480
12/29/1966,nan,nan,1480
12/30/1966,nan,nan,1480
12/31/1966,nan,nan,1480
1/1/1967,nan,nan,1480
1/2/1967,nan,nan,1480
1/3/1967,nan,nan,1480
1/4/1967,nan,nan,1480
1/5/1967,nan,nan,1480
1/6/1967,nan,nan,1480
1/7/1967,nan,nan,1480
1/8/1967,nan,nan,1480
1/9/1967,nan,nan,1480
1/10/1967,nan,nan,1480
1/11/1967,nan,nan,1480
1/12/1967,nan,nan,1480
1/13/1967,nan,nan,1480
1/14/1967,nan,nan,1480
1/15/1967,nan,nan,1480
1/16/1967,nan,nan,1480
1/17/1967,nan,nan,1480
1/18/1967,nan,nan,1480
1/19/1967,nan,nan,1480
1/20/1967,nan,nan,1480
1/21/1967,nan,nan,1480
1/22/1967,nan,nan,1480
1/23/1967,nan,nan,1480
1/24/1967,nan,nan,1480
1/25/1967,nan,nan,1480
1/26/1967,nan,nan,1480
1/27/1967,nan,nan,1480
1/28/1967,nan,nan,1480
1/29/1967,nan,nan,1480
1/30/1967,nan,nan,1480
1/31/1967,nan,nan,1480
2/1/1967,nan,nan,1480
2/2/1967,nan,nan,1480
2/3/1967,nan,nan,1480
2/4/1967,nan,nan,1480
2/5/1967,nan,nan,1480
2/6/1967,nan,nan,1480
2/7/1967,nan,nan,1480
2/8/1967,nan,nan,1480
2/9/1967,nan,nan,1480
2/10/1967,nan,nan,1480
2/11/1967,nan,nan,1480
2/12/1967,nan,nan,1480
2/13/1967,nan,nan,1480
2/14/1967,nan,nan,1480
2/15/1967,nan,nan,1480
2/16/1967,nan,nan,1480
2/17/1967,nan,nan,1480
2/18/1967,nan,nan,1480
2/19/1967,nan,nan,1480
